father,node_name,depth
Nose Diseases,Paranasal Sinus Diseases,3
Paranasal Sinus Diseases,Paranasal Sinus Neoplasms,4
Paranasal Sinus Diseases,Sinusitis,4
Nose Diseases,Rhinitis,3
Rhinitis,"Rhinitis, Allergic",4
Rhinitis,"Rhinitis, Atrophic",4
Rhinitis,"Rhinitis, Vasomotor",4
Nose Diseases,Rhinoscleroma,3
Otorhinolaryngologic Diseases,Otorhinolaryngologic Neoplasms,2
Otorhinolaryngologic Neoplasms,Ear Neoplasms,3
Otorhinolaryngologic Neoplasms,Laryngeal Neoplasms,3
Otorhinolaryngologic Neoplasms,"Neuroma, Acoustic",3
"Neuroma, Acoustic",Neurofibromatosis 2,4
Otorhinolaryngologic Neoplasms,Nose Neoplasms,3
Nose Neoplasms,Paranasal Sinus Neoplasms,4
Otorhinolaryngologic Neoplasms,Pharyngeal Neoplasms,3
Pharyngeal Neoplasms,Hypopharyngeal Neoplasms,4
Pharyngeal Neoplasms,Nasopharyngeal Neoplasms,4
Pharyngeal Neoplasms,Oropharyngeal Neoplasms,4
Otorhinolaryngologic Diseases,Pharyngeal Diseases,2
Pharyngeal Diseases,Deglutition Disorders,3
Pharyngeal Diseases,Lemierre Syndrome,3
Pharyngeal Diseases,Nasopharyngeal Diseases,3
Nasopharyngeal Diseases,Nasopharyngeal Neoplasms,4
Nasopharyngeal Diseases,Nasopharyngitis,4
Pharyngeal Diseases,Pharyngeal Neoplasms,3
Pharyngeal Neoplasms,Hypopharyngeal Neoplasms,4
Pharyngeal Neoplasms,Nasopharyngeal Neoplasms,4
Pharyngeal Neoplasms,Oropharyngeal Neoplasms,4
Pharyngeal Diseases,Pharyngitis,3
Pharyngitis,Nasopharyngitis,4
Pharyngitis,Retropharyngeal Abscess,4
Pharyngitis,Tonsillitis,4
Pharyngeal Diseases,Velopharyngeal Insufficiency,3
Diseases,Nervous System Diseases,1
Nervous System Diseases,Autoimmune Diseases of the Nervous System,2
Autoimmune Diseases of the Nervous System,"Demyelinating Autoimmune Diseases, CNS",3
"Demyelinating Autoimmune Diseases, CNS",Diffuse Cerebral Sclerosis of Schilder,4
"Demyelinating Autoimmune Diseases, CNS","Encephalomyelitis, Acute Disseminated",4
"Demyelinating Autoimmune Diseases, CNS","Leukoencephalitis, Acute Hemorrhagic",4
"Demyelinating Autoimmune Diseases, CNS",Multiple Sclerosis,4
"Demyelinating Autoimmune Diseases, CNS","Myelitis, Transverse",4
"Demyelinating Autoimmune Diseases, CNS",Neuromyelitis Optica,4
Autoimmune Diseases of the Nervous System,Lambert-Eaton Myasthenic Syndrome,3
Autoimmune Diseases of the Nervous System,Myasthenia Gravis,3
Myasthenia Gravis,"Myasthenia Gravis, Autoimmune, Experimental",4
Myasthenia Gravis,"Myasthenia Gravis, Neonatal",4
Autoimmune Diseases of the Nervous System,"Nervous System Autoimmune Disease, Experimental",3
"Nervous System Autoimmune Disease, Experimental","Encephalomyelitis, Autoimmune, Experimental",4
"Nervous System Autoimmune Disease, Experimental","Myasthenia Gravis, Autoimmune, Experimental",4
"Nervous System Autoimmune Disease, Experimental","Neuritis, Autoimmune, Experimental",4
Autoimmune Diseases of the Nervous System,Polyradiculoneuropathy,3
Polyradiculoneuropathy,Guillain-Barre Syndrome,4
Polyradiculoneuropathy,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",4
Autoimmune Diseases of the Nervous System,Stiff-Person Syndrome,3
Autoimmune Diseases of the Nervous System,Uveomeningoencephalitic Syndrome,3
Autoimmune Diseases of the Nervous System,"Vasculitis, Central Nervous System",3
"Vasculitis, Central Nervous System","AIDS Arteritis, Central Nervous System",4
"Vasculitis, Central Nervous System",Giant Cell Arteritis,4
"Vasculitis, Central Nervous System","Lupus Vasculitis, Central Nervous System",4
Nervous System Diseases,Autonomic Nervous System Diseases,2
Autonomic Nervous System Diseases,Adie Syndrome,3
Autonomic Nervous System Diseases,Autonomic Dysreflexia,3
Autonomic Nervous System Diseases,Complex Regional Pain Syndromes,3
Complex Regional Pain Syndromes,Causalgia,4
Complex Regional Pain Syndromes,Reflex Sympathetic Dystrophy,4
Autonomic Nervous System Diseases,Horner Syndrome,3
Autonomic Nervous System Diseases,Primary Dysautonomias,3
Primary Dysautonomias,"Dysautonomia, Familial",4
Primary Dysautonomias,Multiple System Atrophy,4
Primary Dysautonomias,Orthostatic Intolerance,4
Primary Dysautonomias,Pure Autonomic Failure,4
Autonomic Nervous System Diseases,"Sweating, Gustatory",3
Nervous System Diseases,Central Nervous System Diseases,2
Central Nervous System Diseases,Brain Diseases,3
Brain Diseases,Acute Febrile Encephalopathy,4
Brain Diseases,Akinetic Mutism,4
Brain Diseases,Amblyopia,4
Brain Diseases,"Amnesia, Transient Global",4
Brain Diseases,"Auditory Diseases, Central",4
Brain Diseases,Basal Ganglia Diseases,4
Brain Diseases,Brain Abscess,4
Brain Diseases,"Brain Damage, Chronic",4
Brain Diseases,Brain Death,4
Brain Diseases,"Brain Diseases, Metabolic",4
Brain Diseases,Brain Edema,4
Brain Diseases,Brain Injuries,4
Brain Diseases,Brain Neoplasms,4
Brain Diseases,Cerebellar Diseases,4
Brain Diseases,Cerebrovascular Disorders,4
Brain Diseases,Dementia,4
Brain Diseases,Diffuse Cerebral Sclerosis of Schilder,4
Brain Diseases,Encephalitis,4
Brain Diseases,Encephalomalacia,4
Brain Diseases,Epilepsy,4
Brain Diseases,Headache Disorders,4
Brain Diseases,Hydrocephalus,4
Brain Diseases,Hypothalamic Diseases,4
Brain Diseases,"Hypoxia, Brain",4
Brain Diseases,Intracranial Hypertension,4
Brain Diseases,Intracranial Hypotension,4
Brain Diseases,Leukoencephalopathies,4
Brain Diseases,Neuroaxonal Dystrophies,4
Brain Diseases,Sepsis-Associated Encephalopathy,4
Brain Diseases,Subdural Effusion,4
Brain Diseases,Thalamic Diseases,4
Central Nervous System Diseases,Central Nervous System Infections,3
Central Nervous System Infections,Brain Abscess,4
Central Nervous System Infections,Central Nervous System Bacterial Infections,4
Central Nervous System Infections,Central Nervous System Fungal Infections,4
Central Nervous System Infections,Central Nervous System Parasitic Infections,4
Central Nervous System Infections,Central Nervous System Viral Diseases,4
Central Nervous System Infections,Encephalomyelitis,4
Central Nervous System Infections,Epidural Abscess,4
Central Nervous System Infections,Infectious Encephalitis,4
Central Nervous System Infections,Meningoencephalitis,4
Central Nervous System Infections,Myelitis,4
Central Nervous System Infections,Perimeningeal Infections,4
Central Nervous System Infections,Prion Diseases,4
Central Nervous System Diseases,Encephalomyelitis,3
Encephalomyelitis,"Encephalomyelitis, Equine",4
Encephalomyelitis,"Fatigue Syndrome, Chronic",4
Central Nervous System Diseases,High Pressure Neurological Syndrome,3
Central Nervous System Diseases,Hyperekplexia,3
Central Nervous System Diseases,Meningitis,3
Meningitis,Arachnoiditis,4
Meningitis,"Meningitis, Aseptic",4
Meningitis,"Meningitis, Bacterial",4
Meningitis,"Meningitis, Fungal",4
Meningitis,"Meningitis, Viral",4
Meningitis,Meningoencephalitis,4
Central Nervous System Diseases,Movement Disorders,3
Movement Disorders,"Akathisia, Drug-Induced",4
Movement Disorders,Angelman Syndrome,4
Movement Disorders,Dyskinesias,4
Movement Disorders,Dystonic Disorders,4
Movement Disorders,Essential Tremor,4
Movement Disorders,Hepatolenticular Degeneration,4
Movement Disorders,Multiple System Atrophy,4
Movement Disorders,Pantothenate Kinase-Associated Neurodegeneration,4
Movement Disorders,Parkinsonian Disorders,4
Movement Disorders,"Supranuclear Palsy, Progressive",4
Movement Disorders,Tic Disorders,4
Central Nervous System Diseases,Ocular Motility Disorders,3
Ocular Motility Disorders,Opsoclonus-Myoclonus Syndrome,4
Central Nervous System Diseases,Pneumocephalus,3
Central Nervous System Diseases,Spinal Cord Diseases,3
Spinal Cord Diseases,Amyotrophic Lateral Sclerosis,4
Spinal Cord Diseases,Epidural Abscess,4
Spinal Cord Diseases,"Muscular Atrophy, Spinal",4
Spinal Cord Diseases,Myelitis,4
Spinal Cord Diseases,Pneumorrhachis,4
Spinal Cord Diseases,Spinal Cord Compression,4
Spinal Cord Diseases,Spinal Cord Injuries,4
Spinal Cord Diseases,Spinal Cord Neoplasms,4
Spinal Cord Diseases,Spinal Cord Vascular Diseases,4
Spinal Cord Diseases,Spinocerebellar Degenerations,4
Spinal Cord Diseases,Stiff-Person Syndrome,4
Spinal Cord Diseases,Subacute Combined Degeneration,4
Spinal Cord Diseases,Syringomyelia,4
Spinal Cord Diseases,Tabes Dorsalis,4
Nervous System Diseases,Chronobiology Disorders,2
Chronobiology Disorders,Jet Lag Syndrome,3
Chronobiology Disorders,"Sleep Disorders, Circadian Rhythm",3
Chronobiology Disorders,Smith-Magenis Syndrome,3
Nervous System Diseases,Cranial Nerve Diseases,2
Cranial Nerve Diseases,Abducens Nerve Diseases,3
Abducens Nerve Diseases,Abducens Nerve Injury,4
Cranial Nerve Diseases,Accessory Nerve Diseases,3
Accessory Nerve Diseases,Accessory Nerve Injuries,4
Cranial Nerve Diseases,Cranial Nerve Injuries,3
Cranial Nerve Injuries,Abducens Nerve Injury,4
Cranial Nerve Injuries,Accessory Nerve Injuries,4
Cranial Nerve Injuries,Facial Nerve Injuries,4
Cranial Nerve Injuries,Glossopharyngeal Nerve Injuries,4
Cranial Nerve Injuries,Hypoglossal Nerve Injuries,4
Cranial Nerve Injuries,Oculomotor Nerve Injuries,4
Cranial Nerve Injuries,Olfactory Nerve Injuries,4
Cranial Nerve Injuries,Optic Nerve Injuries,4
Cranial Nerve Injuries,Trigeminal Nerve Injuries,4
Cranial Nerve Injuries,Trochlear Nerve Injuries,4
Cranial Nerve Injuries,Vagus Nerve Injuries,4
Cranial Nerve Injuries,Vestibulocochlear Nerve Injuries,4
Cranial Nerve Diseases,Cranial Nerve Neoplasms,3
Cranial Nerve Neoplasms,"Neuroma, Acoustic",4
Cranial Nerve Neoplasms,Optic Nerve Neoplasms,4
Cranial Nerve Diseases,Facial Nerve Diseases,3
Facial Nerve Diseases,Bell Palsy,4
Facial Nerve Diseases,Facial Hemiatrophy,4
Facial Nerve Diseases,Facial Nerve Injuries,4
Facial Nerve Diseases,Facial Neuralgia,4
Facial Nerve Diseases,Herpes Zoster Oticus,4
Facial Nerve Diseases,Melkersson-Rosenthal Syndrome,4
Facial Nerve Diseases,Mobius Syndrome,4
Cranial Nerve Diseases,Glossopharyngeal Nerve Diseases,3
Glossopharyngeal Nerve Diseases,Glossopharyngeal Nerve Injuries,4
Cranial Nerve Diseases,Hypoglossal Nerve Diseases,3
Hypoglossal Nerve Diseases,Hypoglossal Nerve Injuries,4
Cranial Nerve Diseases,Ocular Motility Disorders,3
Ocular Motility Disorders,Duane Retraction Syndrome,4
Ocular Motility Disorders,Miller Fisher Syndrome,4
Ocular Motility Disorders,"Nystagmus, Pathologic",4
Ocular Motility Disorders,Oculomotor Nerve Diseases,4
Ocular Motility Disorders,Ophthalmoplegia,4
Ocular Motility Disorders,Opsoclonus-Myoclonus Syndrome,4
Ocular Motility Disorders,Strabismus,4
Ocular Motility Disorders,Tolosa-Hunt Syndrome,4
Cranial Nerve Diseases,Olfactory Nerve Diseases,3
Olfactory Nerve Diseases,"Esthesioneuroblastoma, Olfactory",4
Olfactory Nerve Diseases,Olfactory Nerve Injuries,4
Cranial Nerve Diseases,Ophthalmoplegic Migraine,3
Cranial Nerve Diseases,Optic Nerve Diseases,3
Optic Nerve Diseases,Optic Atrophy,4
Optic Nerve Diseases,Optic Disk Drusen,4
Optic Nerve Diseases,Optic Nerve Injuries,4
Optic Nerve Diseases,Optic Nerve Neoplasms,4
Optic Nerve Diseases,Optic Neuritis,4
Optic Nerve Diseases,"Optic Neuropathy, Ischemic",4
Optic Nerve Diseases,Papilledema,4
Cranial Nerve Diseases,Trochlear Nerve Diseases,3
Cranial Nerve Diseases,Vagus Nerve Diseases,3
Vagus Nerve Diseases,Vagus Nerve Injuries,4
Vagus Nerve Diseases,Vocal Cord Paralysis,4
Cranial Nerve Diseases,Vestibulocochlear Nerve Diseases,3
Vestibulocochlear Nerve Diseases,Cogan Syndrome,4
Vestibulocochlear Nerve Diseases,"Neuroma, Acoustic",4
Vestibulocochlear Nerve Diseases,Vestibular Neuronitis,4
Vestibulocochlear Nerve Diseases,Vestibulocochlear Nerve Injuries,4
Nervous System Diseases,Demyelinating Diseases,2
Demyelinating Diseases,"Demyelinating Autoimmune Diseases, CNS",3
"Demyelinating Autoimmune Diseases, CNS",Diffuse Cerebral Sclerosis of Schilder,4
"Demyelinating Autoimmune Diseases, CNS","Encephalomyelitis, Acute Disseminated",4
"Demyelinating Autoimmune Diseases, CNS","Encephalomyelitis, Autoimmune, Experimental",4
"Demyelinating Autoimmune Diseases, CNS","Leukoencephalitis, Acute Hemorrhagic",4
"Demyelinating Autoimmune Diseases, CNS",Multiple Sclerosis,4
"Demyelinating Autoimmune Diseases, CNS","Myelitis, Transverse",4
"Demyelinating Autoimmune Diseases, CNS",Neuromyelitis Optica,4
Demyelinating Diseases,Hereditary Central Nervous System Demyelinating Diseases,3
Hereditary Central Nervous System Demyelinating Diseases,Adrenoleukodystrophy,4
Hereditary Central Nervous System Demyelinating Diseases,Alexander Disease,4
Hereditary Central Nervous System Demyelinating Diseases,Canavan Disease,4
Hereditary Central Nervous System Demyelinating Diseases,"Leukodystrophy, Globoid Cell",4
Hereditary Central Nervous System Demyelinating Diseases,"Leukodystrophy, Metachromatic",4
Hereditary Central Nervous System Demyelinating Diseases,Pelizaeus-Merzbacher Disease,4
Demyelinating Diseases,"Leukoencephalopathy, Progressive Multifocal",3
Demyelinating Diseases,Marchiafava-Bignami Disease,3
Demyelinating Diseases,"Myelinolysis, Central Pontine",3
Demyelinating Diseases,Ophthalmoplegic Migraine,3
Demyelinating Diseases,Polyradiculoneuropathy,3
Polyradiculoneuropathy,Guillain-Barre Syndrome,4
Polyradiculoneuropathy,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",4
Demyelinating Diseases,Subacute Combined Degeneration,3
Nervous System Diseases,Nervous System Malformations,2
Nervous System Malformations,Agenesis of Corpus Callosum,3
Agenesis of Corpus Callosum,Acrocallosal Syndrome,4
Agenesis of Corpus Callosum,Aicardi Syndrome,4
Agenesis of Corpus Callosum,Holoprosencephaly,4
Nervous System Malformations,Central Nervous System Cysts,3
Central Nervous System Cysts,Arachnoid Cysts,4
Central Nervous System Cysts,Colloid Cysts,4
Nervous System Malformations,Central Nervous System Vascular Malformations,3
Central Nervous System Vascular Malformations,Central Nervous System Venous Angioma,4
Central Nervous System Vascular Malformations,"Hemangioma, Cavernous, Central Nervous System",4
Central Nervous System Vascular Malformations,Intracranial Arteriovenous Malformations,4
Central Nervous System Vascular Malformations,Sinus Pericranii,4
Nervous System Malformations,Dandy-Walker Syndrome,3
Nervous System Malformations,Hereditary Sensory and Autonomic Neuropathies,3
Hereditary Sensory and Autonomic Neuropathies,"Dysautonomia, Familial",4
Nervous System Malformations,Hereditary Sensory and Motor Neuropathy,3
Hereditary Sensory and Motor Neuropathy,Alstrom Syndrome,4
Hereditary Sensory and Motor Neuropathy,Charcot-Marie-Tooth Disease,4
Hereditary Sensory and Motor Neuropathy,Giant Axonal Neuropathy,4
Hereditary Sensory and Motor Neuropathy,Refsum Disease,4
Hereditary Sensory and Motor Neuropathy,"Spastic Paraplegia, Hereditary",4
Nervous System Malformations,Hydranencephaly,3
Nervous System Malformations,Malformations of Cortical Development,3
Malformations of Cortical Development,"Malformations of Cortical Development, Group I",4
Malformations of Cortical Development,"Malformations of Cortical Development, Group II",4
Malformations of Cortical Development,"Malformations of Cortical Development, Group III",4
Nervous System Malformations,Neural Tube Defects,3
Neural Tube Defects,Anencephaly,4
Neural Tube Defects,Arnold-Chiari Malformation,4
Neural Tube Defects,Encephalocele,4
Neural Tube Defects,Meningocele,4
Neural Tube Defects,Meningomyelocele,4
Neural Tube Defects,Pentalogy of Cantrell,4
Neural Tube Defects,Spinal Dysraphism,4
Nervous System Malformations,Septo-Optic Dysplasia,3
Nervous System Diseases,Nervous System Neoplasms,2
Nervous System Neoplasms,Central Nervous System Neoplasms,3
Central Nervous System Neoplasms,Brain Neoplasms,4
Central Nervous System Neoplasms,Central Nervous System Cysts,4
Central Nervous System Neoplasms,Meningeal Neoplasms,4
Central Nervous System Neoplasms,Spinal Cord Neoplasms,4
Nervous System Neoplasms,Cranial Nerve Neoplasms,3
Cranial Nerve Neoplasms,Optic Nerve Neoplasms,4
Nervous System Neoplasms,Neurolymphomatosis,3
Nervous System Neoplasms,Peripheral Nervous System Neoplasms,3
Peripheral Nervous System Neoplasms,Cranial Nerve Neoplasms,4
Peripheral Nervous System Neoplasms,Nerve Sheath Neoplasms,4
Nervous System Diseases,Neurocutaneous Syndromes,2
Neurocutaneous Syndromes,Ataxia Telangiectasia,3
Neurocutaneous Syndromes,Neurofibromatoses,3
Neurofibromatoses,Neurofibromatosis 1,4
Neurofibromatoses,Neurofibromatosis 2,4
Neurocutaneous Syndromes,"Nevus, Sebaceous of Jadassohn",3
Neurocutaneous Syndromes,Sturge-Weber Syndrome,3
Neurocutaneous Syndromes,Tuberous Sclerosis,3
Neurocutaneous Syndromes,von Hippel-Lindau Disease,3
Nervous System Diseases,Neurodegenerative Diseases,2
Neurodegenerative Diseases,Chronic Traumatic Encephalopathy,3
Neurodegenerative Diseases,"Heredodegenerative Disorders, Nervous System",3
"Heredodegenerative Disorders, Nervous System",Alexander Disease,4
"Heredodegenerative Disorders, Nervous System","Amyloid Neuropathies, Familial",4
"Heredodegenerative Disorders, Nervous System","Bulbo-Spinal Atrophy, X-Linked",4
"Heredodegenerative Disorders, Nervous System",Canavan Disease,4
"Heredodegenerative Disorders, Nervous System",Cockayne Syndrome,4
"Heredodegenerative Disorders, Nervous System",Dystonia Musculorum Deformans,4
"Heredodegenerative Disorders, Nervous System",Gerstmann-Straussler-Scheinker Disease,4
"Heredodegenerative Disorders, Nervous System",Hepatolenticular Degeneration,4
"Heredodegenerative Disorders, Nervous System",Hereditary Central Nervous System Demyelinating Diseases,4
"Heredodegenerative Disorders, Nervous System",Hereditary Sensory and Autonomic Neuropathies,4
"Heredodegenerative Disorders, Nervous System",Hereditary Sensory and Motor Neuropathy,4
"Heredodegenerative Disorders, Nervous System",Huntington Disease,4
"Heredodegenerative Disorders, Nervous System",Lafora Disease,4
"Heredodegenerative Disorders, Nervous System",Myotonia Congenita,4
"Heredodegenerative Disorders, Nervous System",Myotonic Dystrophy,4
"Heredodegenerative Disorders, Nervous System",Neurofibromatoses,4
"Heredodegenerative Disorders, Nervous System",Neuronal Ceroid-Lipofuscinoses,4
"Heredodegenerative Disorders, Nervous System","Optic Atrophies, Hereditary",4
"Heredodegenerative Disorders, Nervous System",Pantothenate Kinase-Associated Neurodegeneration,4
"Heredodegenerative Disorders, Nervous System",Spinal Muscular Atrophies of Childhood,4
"Heredodegenerative Disorders, Nervous System",Spinocerebellar Degenerations,4
"Heredodegenerative Disorders, Nervous System",Tourette Syndrome,4
"Heredodegenerative Disorders, Nervous System",Tuberous Sclerosis,4
"Heredodegenerative Disorders, Nervous System",Unverricht-Lundborg Syndrome,4
Neurodegenerative Diseases,Lewy Body Disease,3
Neurodegenerative Diseases,Motor Neuron Disease,3
Motor Neuron Disease,Amyotrophic Lateral Sclerosis,4
Motor Neuron Disease,"Bulbar Palsy, Progressive",4
Motor Neuron Disease,"Muscular Atrophy, Spinal",4
Neurodegenerative Diseases,Multiple System Atrophy,3
Multiple System Atrophy,Olivopontocerebellar Atrophies,4
Multiple System Atrophy,Shy-Drager Syndrome,4
Multiple System Atrophy,Striatonigral Degeneration,4
Neurodegenerative Diseases,"Paraneoplastic Syndromes, Nervous System",3
"Paraneoplastic Syndromes, Nervous System",Anti-N-Methyl-D-Aspartate Receptor Encephalitis,4
"Paraneoplastic Syndromes, Nervous System",Lambert-Eaton Myasthenic Syndrome,4
"Paraneoplastic Syndromes, Nervous System",Limbic Encephalitis,4
"Paraneoplastic Syndromes, Nervous System","Myelitis, Transverse",4
"Paraneoplastic Syndromes, Nervous System",Opsoclonus-Myoclonus Syndrome,4
"Paraneoplastic Syndromes, Nervous System",Paraneoplastic Cerebellar Degeneration,4
"Paraneoplastic Syndromes, Nervous System",Paraneoplastic Polyneuropathy,4
Neurodegenerative Diseases,Parkinson Disease,3
Neurodegenerative Diseases,Postpoliomyelitis Syndrome,3
Neurodegenerative Diseases,Prion Diseases,3
Prion Diseases,"Encephalopathy, Bovine Spongiform",4
Prion Diseases,Gerstmann-Straussler-Scheinker Disease,4
Prion Diseases,"Insomnia, Fatal Familial",4
Prion Diseases,Kuru,4
Prion Diseases,Scrapie,4
Prion Diseases,"Wasting Disease, Chronic",4
Neurodegenerative Diseases,Subacute Combined Degeneration,3
Neurodegenerative Diseases,Tauopathies,3
Tauopathies,Alzheimer Disease,4
Tauopathies,Diffuse Neurofibrillary Tangles with Calcification,4
Tauopathies,"Supranuclear Palsy, Progressive",4
Neurodegenerative Diseases,TDP-43 Proteinopathies,3
TDP-43 Proteinopathies,Amyotrophic Lateral Sclerosis,4
TDP-43 Proteinopathies,Frontotemporal Lobar Degeneration,4
Nervous System Diseases,Neurologic Manifestations,2
Neurologic Manifestations,Bilateral Vestibulopathy,3
Neurologic Manifestations,Cerebrospinal Fluid Leak,3
Cerebrospinal Fluid Leak,Cerebrospinal Fluid Otorrhea,4
Cerebrospinal Fluid Leak,Cerebrospinal Fluid Rhinorrhea,4
Neurologic Manifestations,Decerebrate State,3
Neurologic Manifestations,Dyskinesias,3
Dyskinesias,Ataxia,4
Dyskinesias,Athetosis,4
Dyskinesias,Catalepsy,4
Dyskinesias,Chorea,4
Dyskinesias,"Dyskinesia, Drug-Induced",4
Dyskinesias,Dystonia,4
Dyskinesias,Hyperkinesis,4
Dyskinesias,Hypokinesia,4
